Filename,Peak_Counts,Project,Control,Peak_Type,Aligner,Peak_Caller,Deduplicator,Test,Peaks
Rube_with_control_narrow_bowtie2_macs3_sambamba_test3_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,sambamba,test3,peaks
Rube_with_control_narrow_bowtie2_macs3_samtools_test1_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,samtools,test1,peaks
Rube_with_control_narrow_bowtie2_macs3_samtools_test2_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,samtools,test2,peaks
Rube_with_control_narrow_bowtie2_macs3_samtools_test3_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,samtools,test3,peaks
Rube_with_control_narrow_bowtie2_pepr_no_deduplication_test1_peaks,1637660,Rube,with_control,narrow,bowtie2,pepr,no_deduplication,test1,peaks
Rube_with_control_narrow_bowtie2_pepr_no_deduplication_test2_peaks,1637660,Rube,with_control,narrow,bowtie2,pepr,no_deduplication,test2,peaks
Rube_with_control_narrow_bowtie2_pepr_no_deduplication_test3_peaks,1637660,Rube,with_control,narrow,bowtie2,pepr,no_deduplication,test3,peaks
Rube_with_control_narrow_bowtie2_pepr_picard_test1_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,picard,test1,peaks
Rube_with_control_narrow_bowtie2_pepr_picard_test2_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,picard,test2,peaks
Rube_with_control_narrow_bowtie2_pepr_picard_test3_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,picard,test3,peaks
Rube_with_control_narrow_bowtie2_pepr_sambamba_test1_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,sambamba,test1,peaks
Rube_with_control_narrow_bowtie2_pepr_sambamba_test2_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,sambamba,test2,peaks
Rube_with_control_narrow_bowtie2_pepr_sambamba_test3_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,sambamba,test3,peaks
Rube_with_control_narrow_bowtie2_pepr_samtools_test1_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,samtools,test1,peaks
Rube_with_control_narrow_bowtie2_pepr_samtools_test2_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,samtools,test2,peaks
Rube_with_control_narrow_bowtie2_pepr_samtools_test3_peaks,388780,Rube,with_control,narrow,bowtie2,pepr,samtools,test3,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test1_peaks,2086,Rube,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test1,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test2_peaks,2086,Rube,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test2,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test3_peaks,2086,Rube,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test3,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_picard_test1_peaks,175097,Rube,with_control,narrow,bwa_mem,cisgenome,picard,test1,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_picard_test2_peaks,15553,Rube,with_control,narrow,bwa_mem,cisgenome,picard,test2,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_picard_test3_peaks,15553,Rube,with_control,narrow,bwa_mem,cisgenome,picard,test3,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_sambamba_test1_peaks,17690,Rube,with_control,narrow,bwa_mem,cisgenome,sambamba,test1,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_sambamba_test2_peaks,15553,Rube,with_control,narrow,bwa_mem,cisgenome,sambamba,test2,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_sambamba_test3_peaks,35909,Rube,with_control,narrow,bwa_mem,cisgenome,sambamba,test3,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_samtools_test1_peaks,15553,Rube,with_control,narrow,bwa_mem,cisgenome,samtools,test1,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_samtools_test2_peaks,15553,Rube,with_control,narrow,bwa_mem,cisgenome,samtools,test2,peaks
Rube_with_control_narrow_bwa_mem_cisgenome_samtools_test3_peaks,15553,Rube,with_control,narrow,bwa_mem,cisgenome,samtools,test3,peaks
Rube_with_control_narrow_bwa_mem_genrich_no_deduplication_test1_peaks,148001,Rube,with_control,narrow,bwa_mem,genrich,no_deduplication,test1,peaks
Rube_with_control_narrow_bwa_mem_genrich_no_deduplication_test2_peaks,148001,Rube,with_control,narrow,bwa_mem,genrich,no_deduplication,test2,peaks
Rube_with_control_narrow_bwa_mem_genrich_no_deduplication_test3_peaks,148001,Rube,with_control,narrow,bwa_mem,genrich,no_deduplication,test3,peaks
Rube_with_control_narrow_bwa_mem_genrich_picard_test1_peaks,97047,Rube,with_control,narrow,bwa_mem,genrich,picard,test1,peaks
Rube_with_control_narrow_bwa_mem_genrich_picard_test2_peaks,97047,Rube,with_control,narrow,bwa_mem,genrich,picard,test2,peaks
Rube_with_control_narrow_bwa_mem_genrich_picard_test3_peaks,97047,Rube,with_control,narrow,bwa_mem,genrich,picard,test3,peaks
Rube_with_control_narrow_bwa_mem_genrich_sambamba_test1_peaks,97046,Rube,with_control,narrow,bwa_mem,genrich,sambamba,test1,peaks
Rube_with_control_narrow_bwa_mem_genrich_sambamba_test2_peaks,97046,Rube,with_control,narrow,bwa_mem,genrich,sambamba,test2,peaks
Rube_with_control_narrow_bwa_mem_genrich_sambamba_test3_peaks,97046,Rube,with_control,narrow,bwa_mem,genrich,sambamba,test3,peaks
Rube_with_control_narrow_bwa_mem_genrich_samtools_test1_peaks,97047,Rube,with_control,narrow,bwa_mem,genrich,samtools,test1,peaks
Rube_with_control_narrow_bwa_mem_genrich_samtools_test2_peaks,97047,Rube,with_control,narrow,bwa_mem,genrich,samtools,test2,peaks
Rube_with_control_narrow_bwa_mem_genrich_samtools_test3_peaks,97047,Rube,with_control,narrow,bwa_mem,genrich,samtools,test3,peaks
Rube_with_control_narrow_bwa_mem_macs3_no_deduplication_test1_peaks,1326321,Rube,with_control,narrow,bwa_mem,macs3,no_deduplication,test1,peaks
Rube_with_control_narrow_bwa_mem_macs3_no_deduplication_test2_peaks,1326321,Rube,with_control,narrow,bwa_mem,macs3,no_deduplication,test2,peaks
Rube_with_control_narrow_bwa_mem_macs3_no_deduplication_test3_peaks,1326321,Rube,with_control,narrow,bwa_mem,macs3,no_deduplication,test3,peaks
Rube_with_control_narrow_bwa_mem_macs3_picard_test1_peaks,1335248,Rube,with_control,narrow,bwa_mem,macs3,picard,test1,peaks
Rube_with_control_narrow_bwa_mem_macs3_picard_test2_peaks,1335248,Rube,with_control,narrow,bwa_mem,macs3,picard,test2,peaks
Rube_with_control_narrow_bwa_mem_macs3_picard_test3_peaks,1335248,Rube,with_control,narrow,bwa_mem,macs3,picard,test3,peaks
Rube_with_control_narrow_bwa_mem_macs3_sambamba_test1_peaks,1335247,Rube,with_control,narrow,bwa_mem,macs3,sambamba,test1,peaks
Rube_with_control_narrow_bwa_mem_macs3_sambamba_test2_peaks,1335247,Rube,with_control,narrow,bwa_mem,macs3,sambamba,test2,peaks
Rube_with_control_narrow_bwa_mem_macs3_sambamba_test3_peaks,1335247,Rube,with_control,narrow,bwa_mem,macs3,sambamba,test3,peaks
Rube_with_control_narrow_bwa_mem_macs3_samtools_test1_peaks,1335248,Rube,with_control,narrow,bwa_mem,macs3,samtools,test1,peaks
Rube_with_control_narrow_bwa_mem_macs3_samtools_test2_peaks,1335248,Rube,with_control,narrow,bwa_mem,macs3,samtools,test2,peaks
Rube_with_control_narrow_bwa_mem_macs3_samtools_test3_peaks,1335248,Rube,with_control,narrow,bwa_mem,macs3,samtools,test3,peaks
Rube_with_control_narrow_bwa_mem_pepr_no_deduplication_test1_peaks,1736340,Rube,with_control,narrow,bwa_mem,pepr,no_deduplication,test1,peaks
Rube_with_control_narrow_bwa_mem_pepr_no_deduplication_test2_peaks,1736340,Rube,with_control,narrow,bwa_mem,pepr,no_deduplication,test2,peaks
Rube_with_control_narrow_bwa_mem_pepr_no_deduplication_test3_peaks,1736340,Rube,with_control,narrow,bwa_mem,pepr,no_deduplication,test3,peaks
Rube_with_control_narrow_bwa_mem_pepr_picard_test1_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,picard,test1,peaks
Rube_with_control_narrow_bwa_mem_pepr_picard_test2_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,picard,test2,peaks
Rube_with_control_narrow_bwa_mem_pepr_picard_test3_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,picard,test3,peaks
Rube_with_control_narrow_bwa_mem_pepr_sambamba_test1_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,sambamba,test1,peaks
Rube_with_control_narrow_bwa_mem_pepr_sambamba_test2_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,sambamba,test2,peaks
Rube_with_control_narrow_bwa_mem_pepr_sambamba_test3_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,sambamba,test3,peaks
Rube_with_control_narrow_bwa_mem_pepr_samtools_test1_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,samtools,test1,peaks
Rube_with_control_narrow_bwa_mem_pepr_samtools_test2_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,samtools,test2,peaks
Rube_with_control_narrow_bwa_mem_pepr_samtools_test3_peaks,514199,Rube,with_control,narrow,bwa_mem,pepr,samtools,test3,peaks
